rating,price_€,sim_dual,sim_sing,sim_3G,sim_4G,sim_5G,sim_volte,sim_wifi,sim_nfc,sim_irc_bl,sim_vo5g,ram_,memory_int(MB),battery_mAh,battery_w,display_inch,display_hz
75.0,109.989,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,20.0,6.47,
89.0,549.9889999999999,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,5160.0,45.0,6.8,120.0
87.0,197.989,1,0,1,1,0,1,1,1,0,0,8192.0,131072.0,4500.0,45.0,6.7,90.0
80.0,186.34,1,0,1,1,1,1,1,0,0,0,6144.0,131072.0,5000.0,18.0,6.58,120.0
81.0,197.89,1,0,1,1,1,1,1,0,1,0,6144.0,65536.0,5000.0,67.0,6.67,120.0
84.0,230.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4800.0,67.0,6.7,120.0
79.0,571.9889999999999,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4200.0,33.0,6.4,120.0
87.0,708.939,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4500.0,45.0,6.6,120.0
71.0,98.89,1,0,1,1,1,1,1,0,0,0,6144.0,65536.0,5000.0,18.0,6.58,90.0
77.0,219.989,1,0,1,1,0,1,1,1,0,0,4096.0,131072.0,5000.0,30.0,6.5,90.0
79.0,148.489,1,0,1,1,1,1,1,0,1,0,6144.0,131072.0,5000.0,18.0,6.58,90.0
78.0,170.48899999999998,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,6000.0,18.0,6.9,120.0
65.0,71.48899999999999,1,0,1,1,0,1,1,0,0,0,3072.0,32768.0,5000.0,,6.53,
60.0,791.9889999999999,1,0,1,1,0,1,1,1,0,0,4096.0,65536.0,3060.0,,6.1,
89.0,401.489,1,0,1,1,1,1,1,1,0,0,8192.0,262144.0,5000.0,25.0,6.5,120.0
78.0,175.98899999999998,1,0,1,1,1,1,1,0,0,0,6144.0,65536.0,5000.0,33.0,6.7,
87.0,351.934,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4500.0,65.0,6.55,90.0
84.0,384.989,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,100.0,6.7,120.0
81.0,208.989,1,0,1,1,0,1,1,0,1,0,6144.0,131072.0,5000.0,67.0,6.67,120.0
88.0,439.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4700.0,66.0,6.67,120.0
82.0,181.489,1,0,1,1,0,1,1,0,0,0,8192.0,131072.0,5000.0,15.0,6.4,90.0
,68.189,1,0,1,1,0,1,1,0,0,0,512.0,4096.0,1500.0,,2.8,
89.0,597.3,1,0,1,1,1,1,1,1,0,0,12288.0,131072.0,5003.0,30.0,6.71,120.0
73.0,109.989,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,33.0,6.7,
77.0,175.89,1,0,1,1,1,1,1,0,1,0,6144.0,131072.0,5000.0,18.0,6.58,90.0
86.0,249.7,1,0,1,1,1,1,1,0,1,0,8192.0,131072.0,5000.0,67.0,6.67,120.0
89.0,560.89,1,0,1,1,1,1,1,1,1,0,8192.0,262144.0,4600.0,120.0,6.73,120.0
79.0,713.9,1,0,1,1,1,1,1,1,0,0,4096.0,131072.0,2438.0,,5.4,
77.0,151.789,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,7000.0,33.0,6.9,90.0
65.0,98.989,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,,6.52,
88.0,989.989,1,0,1,1,1,1,1,1,0,0,18432.0,524288.0,6000.0,65.0,6.78,165.0
84.0,241.934,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4050.0,44.0,6.44,
70.0,769.89,1,0,1,1,0,1,1,1,0,0,6144.0,131072.0,3500.0,,5.42,
75.0,142.989,1,0,1,1,1,1,1,0,1,0,4096.0,65536.0,5000.0,18.0,6.5,90.0
83.0,274.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,120.0,6.78,120.0
82.0,219.89,1,0,1,1,0,1,1,0,0,0,8192.0,131072.0,5000.0,25.0,6.6,
82.0,296.989,1,0,1,1,1,1,1,0,1,0,8192.0,131072.0,5000.0,67.0,6.67,120.0
81.0,219.989,1,0,1,1,1,1,1,1,1,0,8192.0,131072.0,5000.0,67.0,6.67,120.0
83.0,185.9,1,0,1,1,0,1,1,0,0,0,8192.0,262144.0,5000.0,33.0,6.7,
78.0,219.989,1,0,1,1,1,1,1,0,0,0,6144.0,131072.0,5000.0,18.0,6.6,120.0
78.0,2012.989,1,0,1,1,1,1,1,1,0,0,6144.0,1048576.0,4323.0,,6.7,120.0
75.0,142.989,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,6000.0,15.0,6.6,
82.0,175.98899999999998,1,0,1,1,1,1,1,0,1,0,8192.0,131072.0,5000.0,33.0,6.6,90.0
82.0,153.989,1,0,1,1,0,1,1,0,1,0,8192.0,131072.0,5000.0,33.0,6.43,
61.0,85.23899999999999,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,,6.52,
81.0,274.989,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,5000.0,25.0,6.6,120.0
,659.9889999999999,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4610.0,125.0,6.67,144.0
82.0,284.845,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4500.0,33.0,6.43,
89.0,516.89,1,0,1,1,1,1,1,1,1,0,8192.0,131072.0,4500.0,67.0,6.36,120.0
64.0,82.48899999999999,1,0,1,1,0,1,1,0,0,0,3072.0,32768.0,5000.0,,6.53,
60.0,85.69,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,10.0,6.51,
85.0,285.989,1,0,1,1,1,1,1,0,1,0,8192.0,262144.0,5080.0,67.0,6.6,144.0
60.0,69.289,1,0,1,1,0,1,1,0,0,0,3072.0,32768.0,5000.0,,6.5,
77.0,142.989,1,0,1,1,1,1,1,1,0,0,4096.0,65536.0,5000.0,,6.8,120.0
75.0,131.989,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,6000.0,18.0,6.7,
83.0,240.79,1,0,1,1,1,1,1,1,1,0,6144.0,131072.0,4250.0,33.0,6.55,90.0
84.0,769.9889999999999,0,1,1,1,1,1,1,1,0,0,8192.0,131072.0,3300.0,15.0,6.7,120.0
75.0,615.9889999999999,1,0,1,1,1,1,1,1,0,0,4096.0,131072.0,5000.0,33.0,6.1,
87.0,615.9889999999999,1,0,1,1,1,1,1,1,0,0,16384.0,262144.0,4800.0,150.0,6.7,120.0
75.0,164.989,1,0,1,1,0,1,1,0,0,0,4096.0,131072.0,5000.0,25.0,6.6,
85.0,285.934,1,0,1,1,1,1,1,1,0,0,8192.0,262144.0,4500.0,65.0,6.43,90.0
85.0,472.989,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4500.0,,6.62,120.0
89.0,368.489,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,25.0,6.5,120.0
,1308.989,1,0,1,1,1,1,1,1,0,0,12288.0,524288.0,5000.0,45.0,6.8,120.0
80.0,186.989,1,0,1,1,1,1,1,1,0,0,6144.0,131072.0,5000.0,33.0,6.4,
,76.89,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,4000.0,,6.6,
82.0,329.89,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,5000.0,66.0,6.0,120.0
71.0,142.384,1,0,1,1,1,1,1,0,0,0,4096.0,65536.0,5000.0,15.0,6.5,90.0
84.0,329.89,1,0,1,1,1,1,1,1,1,0,8192.0,131072.0,5000.0,80.0,6.7,144.0
80.0,186.989,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4800.0,66.0,6.81,
89.0,714.9889999999999,1,0,1,1,1,1,1,1,0,0,16384.0,262144.0,5000.0,120.0,6.78,144.0
,1704.9779999999998,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4400.0,25.0,7.6,120.0
87.0,1209.989,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4450.0,,7.8,
83.0,934.989,1,0,1,1,1,1,1,1,0,0,6144.0,262144.0,4325.0,,6.7,
85.0,302.489,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,25.0,6.4,90.0
69.0,98.989,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,,6.6,90.0
84.0,445.28,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4614.0,30.0,6.4,90.0
81.0,197.989,1,0,1,1,0,1,1,0,1,0,6144.0,131072.0,5020.0,33.0,6.67,120.0
,1165.989,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,5000.0,25.0,6.8,120.0
67.0,98.989,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,6000.0,18.0,6.82,90.0
77.0,164.989,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,18.0,6.58,90.0
82.0,219.89,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4500.0,33.0,6.5,90.0
80.0,257.389,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4700.0,66.0,6.44,90.0
,461.89,1,0,1,1,1,1,1,1,0,0,8192.0,262144.0,5000.0,25.0,6.7,120.0
82.0,252.978,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,5000.0,30.0,6.6,144.0
82.0,285.989,1,0,1,1,1,1,1,1,0,0,6144.0,131072.0,4500.0,67.0,6.67,120.0
74.0,128.7,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,33.0,6.7,
,71.48899999999999,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,,6.5,
84.0,175.98899999999998,1,0,1,1,0,1,1,1,0,0,6144.0,131072.0,6000.0,20.0,6.78,120.0
89.0,712.8,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4500.0,65.0,6.7,120.0
80.0,160.48999999999998,1,0,1,1,0,1,1,0,1,0,6144.0,65536.0,5000.0,33.0,6.43,90.0
68.0,82.48899999999999,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,,6.53,
82.0,241.989,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,33.0,6.8,120.0
71.0,131.989,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,,6.5,
79.0,142.989,1,0,1,1,0,1,1,0,1,0,6144.0,131072.0,5000.0,33.0,6.43,90.0
81.0,230.89,1,0,1,1,1,1,1,1,0,0,6144.0,131072.0,4500.0,33.0,6.43,
79.0,802.9889999999999,1,0,1,1,1,1,1,1,0,0,4096.0,262144.0,3240.0,,6.1,
,857.89,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4700.0,120.0,6.78,120.0
,626.9889999999999,1,0,1,1,1,1,1,1,1,0,8192.0,262144.0,4870.0,120.0,6.78,120.0
79.0,241.989,1,0,1,1,1,1,1,1,0,0,4096.0,131072.0,5000.0,10.0,6.5,120.0
75.0,104.489,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,20.0,6.53,90.0
66.0,82.48899999999999,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,10.0,6.53,
,51.139,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,3500.0,,5.45,
62.0,198.0,1,0,1,1,0,1,1,0,0,0,4096.0,32768.0,4030.0,,6.2,
85.0,428.989,1,0,1,1,1,1,1,1,1,0,8192.0,131072.0,5000.0,120.0,6.67,120.0
,78.595,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,10.0,6.5,
77.0,164.89,1,0,1,1,0,1,1,0,0,0,8192.0,131072.0,5000.0,18.0,6.55,90.0
70.0,170.48899999999998,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,33.0,6.56,
69.0,109.989,1,0,1,1,0,1,1,0,1,0,6144.0,131072.0,5000.0,,6.53,
86.0,329.989,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4500.0,67.0,6.67,120.0
84.0,175.98899999999998,1,0,1,1,0,1,1,0,0,0,8192.0,131072.0,5000.0,33.0,6.4,90.0
89.0,659.89,1,0,1,1,1,1,1,1,1,0,8192.0,131072.0,5000.0,120.0,6.67,120.0
84.0,384.89,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4350.0,120.0,6.56,120.0
75.0,505.989,1,0,1,1,1,1,1,1,0,0,4096.0,131072.0,5000.0,33.0,5.4,
85.0,1319.89,1,0,1,1,1,1,1,0,0,1,12288.0,262144.0,5100.0,45.0,6.83,144.0
88.0,989.89,0,1,1,1,1,1,1,1,0,0,8192.0,131072.0,4300.0,44.0,6.8,120.0
87.0,560.9889999999999,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4800.0,150.0,6.7,120.0
65.0,87.98899999999999,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,,6.6,90.0
88.0,483.989,1,0,1,1,1,1,1,1,0,0,8192.0,262144.0,4500.0,25.0,6.4,120.0
83.0,203.489,1,0,1,1,1,1,1,0,1,0,8192.0,131072.0,5000.0,33.0,6.6,90.0
,1484.9889999999998,1,0,1,1,1,1,1,1,0,0,12288.0,524288.0,4500.0,30.0,6.5,120.0
85.0,362.989,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4300.0,33.0,6.44,
80.0,148.489,1,0,1,1,0,1,1,0,1,0,6144.0,65536.0,6000.0,33.0,6.67,120.0
86.0,390.379,1,0,1,1,0,1,1,1,0,0,8192.0,131072.0,4500.0,25.0,6.5,120.0
78.0,221.32,1,0,1,1,0,1,1,1,0,0,6144.0,65536.0,2800.0,,5.7,
81.0,472.989,1,0,1,1,0,1,1,1,0,0,8192.0,131072.0,4100.0,15.0,6.4,
,51.139,1,0,1,1,0,0,0,0,0,0,48.0,128.0,1450.0,,2.8,
78.0,274.989,1,0,1,1,1,1,1,0,0,0,6144.0,131072.0,4200.0,66.0,6.4,90.0
82.0,230.989,1,0,1,1,0,1,1,0,0,0,8192.0,131072.0,4500.0,33.0,6.5,90.0
84.0,318.934,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,65.0,6.62,120.0
88.0,537.9,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4000.0,25.0,6.2,120.0
86.0,247.434,1,0,1,1,0,1,1,0,0,0,8192.0,131072.0,4500.0,25.0,6.7,
61.0,98.89,1,0,1,1,0,1,1,0,0,0,3072.0,32768.0,5000.0,10.0,6.51,
,76.98899999999999,1,0,1,1,0,1,1,0,0,0,4096.0,32768.0,4000.0,,6.5,
63.0,97.79,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,,6.6,90.0
82.0,203.478,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,5000.0,18.0,6.58,120.0
81.0,263.989,1,0,1,1,1,1,1,0,0,0,6144.0,131072.0,4700.0,66.0,6.44,90.0
81.0,252.934,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4500.0,60.0,6.4,90.0
71.0,142.89,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,15.0,6.5,90.0
78.0,164.989,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,33.0,6.6,90.0
80.0,203.489,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,5000.0,18.0,6.5,90.0
78.0,164.89,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,33.0,6.4,
88.0,780.89,0,1,1,1,1,1,1,1,0,0,8192.0,262144.0,4300.0,44.0,6.8,120.0
75.0,133.32,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,6000.0,15.0,6.4,90.0
84.0,329.89,1,0,1,1,0,1,1,1,0,0,8192.0,262144.0,21000.0,33.0,6.78,
82.0,230.989,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,5000.0,33.0,6.6,120.0
80.0,131.989,1,0,1,1,0,1,1,0,1,0,6144.0,131072.0,5020.0,18.0,6.67,
73.0,197.89,1,0,1,1,1,1,1,1,0,0,4096.0,65536.0,5000.0,15.0,6.5,90.0
77.0,164.89,1,0,1,1,1,1,1,0,1,0,4096.0,131072.0,5000.0,33.0,6.6,90.0
,71.39,1,0,1,1,0,1,1,0,0,0,1024.0,16384.0,5000.0,,6.5,
,32.989,1,0,1,1,0,1,1,0,0,0,512.0,4096.0,2000.0,,2.4,
83.0,384.989,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4600.0,240.0,6.7,120.0
79.0,1648.9,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4700.0,,6.73,120.0
,71.48899999999999,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,10.0,6.52,
,1154.989,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4500.0,67.0,6.71,120.0
75.0,153.989,1,0,1,1,0,1,1,0,0,0,4096.0,131072.0,5000.0,33.0,6.6,90.0
79.0,186.989,1,0,1,1,1,1,1,0,1,0,6144.0,65536.0,5000.0,33.0,6.6,90.0
,879.9889999999999,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4700.0,80.0,6.78,120.0
87.0,404.36,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4500.0,65.0,6.55,90.0
81.0,258.489,1,0,1,1,1,1,1,0,1,0,6144.0,131072.0,5160.0,67.0,6.67,120.0
87.0,835.89,1,0,1,1,1,1,1,1,0,0,18432.0,262144.0,6000.0,120.0,6.8,165.0
76.0,241.89,1,0,1,1,1,1,1,0,0,0,6144.0,131072.0,5000.0,33.0,6.56,90.0
80.0,208.989,1,0,1,1,1,1,1,0,0,0,6144.0,131072.0,5000.0,30.0,6.6,144.0
66.0,79.73899999999999,1,0,1,1,0,1,1,0,0,0,3072.0,32768.0,5000.0,15.0,6.5,
75.0,186.89,1,0,1,1,1,1,1,1,0,0,4096.0,65536.0,5000.0,18.0,6.49,90.0
80.0,262.79,1,0,1,1,1,1,1,0,1,0,6144.0,131072.0,4520.0,33.0,6.67,120.0
83.0,290.18,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4300.0,65.0,6.43,90.0
87.0,307.989,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4200.0,65.0,6.44,90.0
70.0,119.35,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,,6.53,
81.0,219.989,1,0,1,1,1,1,1,1,1,0,6144.0,131072.0,5000.0,67.0,6.67,120.0
76.0,1429.89,1,0,1,1,1,1,1,1,0,0,6144.0,262144.0,3200.0,,6.1,120.0
81.0,219.89,1,0,1,1,1,1,1,1,0,0,6144.0,131072.0,5000.0,33.0,6.5,120.0
,461.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4450.0,125.0,6.67,144.0
,769.89,1,0,1,1,1,1,1,1,1,0,8192.0,262144.0,4860.0,67.0,6.73,120.0
88.0,439.89,1,0,1,1,1,1,1,1,0,0,12288.0,524288.0,4800.0,66.0,6.67,120.0
,824.9889999999999,1,0,1,1,1,1,1,1,0,0,12288.0,524288.0,5000.0,80.0,6.7,120.0
87.0,406.934,1,0,1,1,1,1,1,0,0,0,12288.0,262144.0,4300.0,44.0,6.56,90.0
76.0,161.7,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,18.0,6.51,
86.0,384.89,1,0,1,1,1,1,1,1,1,0,8192.0,131072.0,5000.0,120.0,6.67,120.0
76.0,384.989,0,1,1,1,1,1,1,0,0,0,6144.0,65536.0,6000.0,33.0,6.81,
75.0,153.89,1,0,1,1,0,1,1,0,1,0,4096.0,65536.0,5000.0,33.0,6.43,
62.0,7150.0,0,1,1,1,0,0,1,1,0,0,2048.0,65536.0,2275.0,,4.7,
79.0,163.44899999999998,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,6000.0,15.0,6.4,90.0
84.0,197.989,1,0,1,1,0,1,1,1,0,0,8192.0,131072.0,5000.0,33.0,6.8,120.0
85.0,384.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4700.0,67.0,6.7,120.0
85.0,164.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,,6.8,
65.0,98.989,1,0,1,1,0,1,1,0,0,0,3072.0,32768.0,4230.0,,6.52,
71.0,98.989,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,10.0,6.5,90.0
84.0,174.064,1,0,1,1,0,1,1,0,1,0,8192.0,131072.0,5000.0,33.0,6.43,90.0
,482.9,1,0,1,1,1,1,1,1,0,0,,,5000.0,33.0,4.7,
86.0,247.434,1,0,1,1,0,1,1,0,0,0,8192.0,131072.0,4500.0,25.0,6.5,90.0
82.0,216.15,1,0,1,1,0,1,1,0,1,0,6144.0,131072.0,5160.0,33.0,6.67,120.0
61.0,76.98899999999999,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,,6.53,
80.0,181.489,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,15.0,6.4,90.0
75.0,175.98899999999998,1,0,1,1,0,1,1,1,0,0,4096.0,131072.0,5000.0,10.0,6.5,90.0
88.0,802.9889999999999,1,0,1,1,1,1,1,1,0,0,16384.0,262144.0,6000.0,65.0,6.78,165.0
84.0,296.989,1,0,1,1,1,1,1,0,1,0,6144.0,131072.0,4980.0,120.0,6.67,120.0
,76.98899999999999,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,,6.6,
75.0,1440.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,33.0,6.06,120.0
71.0,140.65699999999998,1,0,1,1,0,1,1,0,0,0,4096.0,131072.0,5000.0,18.0,6.6,90.0
72.0,109.989,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,6000.0,18.0,6.82,90.0
86.0,604.9889999999999,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4500.0,80.0,6.78,120.0
79.0,170.39,1,0,1,1,0,1,1,0,0,0,8192.0,131072.0,5000.0,19.0,6.58,
84.0,285.989,1,0,1,1,0,1,1,0,0,0,8192.0,262144.0,4700.0,33.0,6.7,90.0
68.0,104.489,1,0,1,1,0,1,1,0,0,0,4096.0,131072.0,5000.0,15.0,6.5,
70.0,87.98899999999999,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,,6.71,
86.0,703.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4300.0,30.0,5.9,120.0
73.0,175.89,0,1,1,1,0,1,1,1,0,0,4096.0,65536.0,4000.0,,6.2,
85.0,384.439,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4500.0,66.0,6.62,120.0
72.0,96.789,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,33.0,6.8,
74.0,136.29,1,0,1,1,0,1,1,0,1,0,4096.0,65536.0,6000.0,18.0,6.5,90.0
73.0,126.489,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,6000.0,,6.4,90.0
,2199.89,1,0,1,1,1,1,1,0,0,0,12288.0,524288.0,4050.0,40.0,7.92,
86.0,472.89,1,0,1,1,1,1,1,1,0,0,16384.0,262144.0,5000.0,120.0,6.73,120.0
82.0,384.989,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,5000.0,80.0,6.67,144.0
75.0,131.989,1,0,1,1,0,1,1,1,0,0,4096.0,131072.0,6000.0,15.0,6.6,
70.0,115.489,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,10.0,6.52,90.0
66.0,98.01,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,6000.0,18.0,6.82,90.0
85.0,274.89,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4700.0,80.0,6.62,120.0
84.0,197.989,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4500.0,33.0,6.43,
86.0,252.989,1,0,1,1,1,1,1,1,1,0,8192.0,131072.0,4250.0,33.0,6.55,90.0
,71.39,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,,6.5,
85.0,241.89,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4500.0,45.0,6.67,120.0
,19.382,1,0,1,1,0,1,0,0,0,0,128.0,48.0,1020.0,,1.8,
76.0,136.004,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,6000.0,15.0,6.4,90.0
86.0,439.89,1,0,1,1,1,1,1,1,0,0,6144.0,131072.0,4500.0,25.0,6.71,120.0
77.0,131.989,1,0,1,1,0,1,1,0,0,0,6144.0,65536.0,4000.0,,6.18,
,82.48899999999999,1,0,1,1,0,0,1,0,0,0,1024.0,16384.0,1900.0,,4.5,
60.0,43.89,1,0,1,1,0,1,1,0,0,0,3072.0,32768.0,3500.0,,5.5,
65.0,115.489,1,0,1,1,0,1,1,0,0,0,2048.0,65536.0,5000.0,10.0,6.5,
,69.289,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,,6.56,
,65.89,1,0,1,1,0,0,1,0,0,0,2048.0,32768.0,3020.0,,5.0,
,1253.89,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,4730.0,80.0,8.03,120.0
81.0,2639.989,1,0,1,1,0,1,1,1,1,0,,,4700.0,66.0,6.74,120.0
84.0,241.989,1,0,1,1,1,1,1,1,0,0,6144.0,131072.0,7000.0,33.0,6.7,
80.0,175.98899999999998,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,44.0,6.44,120.0
,75.889,1,0,1,1,0,0,1,0,0,0,512.0,4096.0,1500.0,,2.8,
86.0,769.89,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,4000.0,21.0,6.1,120.0
71.0,142.89,1,0,1,1,0,1,1,0,0,0,4096.0,131072.0,5000.0,,6.35,
,1022.78,1,0,1,1,1,1,1,1,0,0,12288.0,524288.0,5000.0,30.0,6.5,120.0
74.0,175.98899999999998,1,0,1,1,0,1,1,0,0,0,8192.0,262144.0,6000.0,45.0,6.66,90.0
84.0,263.989,1,0,1,1,0,1,1,1,0,0,8192.0,262144.0,4500.0,66.0,6.67,90.0
75.0,142.989,1,0,1,1,0,1,1,0,0,0,4096.0,131072.0,5000.0,18.0,6.58,90.0
86.0,670.89,1,0,1,1,1,1,1,1,0,0,12288.0,262144.0,5000.0,135.0,6.8,120.0
67.0,97.449,1,0,1,1,0,1,1,0,0,0,4096.0,65536.0,5000.0,18.0,6.5,90.0
84.0,371.239,1,0,1,1,1,1,1,0,1,0,12288.0,262144.0,4700.0,80.0,6.62,120.0
63.0,175.89,1,0,1,1,0,1,1,0,0,0,6144.0,65536.0,5000.0,,6.5,
84.0,274.89,1,0,1,1,1,1,1,1,1,0,8192.0,131072.0,5080.0,67.0,6.6,144.0
76.0,164.989,1,0,1,1,1,1,1,0,0,0,4096.0,131072.0,5000.0,33.0,6.6,90.0
76.0,197.89,1,0,1,1,1,1,1,0,0,0,6144.0,131072.0,4500.0,80.0,6.64,120.0
75.0,274.89,1,0,1,1,1,1,1,0,0,0,8192.0,131072.0,4300.0,66.0,6.67,120.0
74.0,127.6,1,0,1,1,0,1,1,0,1,0,4096.0,65536.0,5000.0,18.0,6.58,90.0
62.0,91.289,1,0,1,1,0,1,1,0,0,0,3072.0,32768.0,5000.0,,6.52,
78.0,131.989,1,0,1,1,0,1,1,0,0,0,6144.0,131072.0,5000.0,20.0,6.47,
88.0,989.989,1,0,1,1,1,1,1,1,0,0,8192.0,131072.0,3700.0,25.0,6.7,120.0
77.0,307.989,1,0,1,1,0,1,1,1,0,0,8192.0,131072.0,3300.0,,6.28,
69.0,175.89,0,1,1,1,0,1,1,1,0,0,4096.0,131072.0,3520.0,,6.0,
60.0,80.179,1,0,1,1,0,1,1,0,0,0,2048.0,32768.0,5000.0,10.0,6.52,
86.0,340.89,1,0,1,1,1,1,1,1,0,0,8192.0,262144.0,4800.0,66.0,6.67,120.0
